Hotel name,Hotel url,Number of reviews,Tripadvisor rating,Rating regarding other hotels in the same city,Location rating,Cleanliness rating,Service rating,Value of money,Paid private parking nearby,Free high speed wifi,Fitness_center,Air conditioning,Minibar,Cable satellite TV,24-hour front desk,Non-smoking hotel,Express check-in / check-out,Baggage storage,Housekeeping,Safe,Family rooms,Count good words,Count bad words,Count total words,Great for walkers,Number of restaurants,Num of attractions
WestHouse Hotel New York,https://www.tripadvisor.com/Hotel_Review-g60763-d4945551-Reviews-WestHouse_Hotel_New_York-New_York_City_New_York.html,"2,939",4.5,4,95.36816,4.8,90.98236999999999,4.5,0,1,1,1,0,0,1,1,0,1,0,1,0,10,0,10,100,398,105
The Kimberly Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93335-Reviews-The_Kimberly_Hotel-New_York_City_New_York.html,"2,846",4.5,4,94.875,4.7,93.53414000000001,4.7,0,0,1,1,1,1,1,1,1,1,1,1,1,6,1,5,100,369,56
"Staypineapple, An Artful Hotel, Midtown",https://www.tripadvisor.com/Hotel_Review-g60763-d15070151-Reviews-Staypineapple_An_Artful_Hotel_Midtown-New_York_City_New_York.html,521,4.5,4,90.63694,4.5,94.16949199999999,4.7,1,1,0,1,0,1,1,1,1,1,1,1,0,6,2,4,100,338,70
The Evelyn Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d99389-Reviews-The_Evelyn_Hotel-New_York_City_New_York.html,723,4.5,4,97.96875,4.9,97.44360999999999,4.9,0,1,1,1,1,1,1,1,1,1,1,1,0,6,3,3,100,432,103
Dream Downtown,https://www.tripadvisor.com/Hotel_Review-g60763-d2173604-Reviews-Dream_Downtown-New_York_City_New_York.html,"4,350",4.5,4,95.06073,4.8,90.82706,4.5,0,1,1,1,1,0,1,1,0,1,1,1,0,5,3,2,100,244,72
Sonder Duane Street,https://www.tripadvisor.com/Hotel_Review-g60763-d620399-Reviews-Sonder_Duane_Street-New_York_City_New_York.html,874,4.5,4,92.9666,4.6,92.55814000000001,4.6,0,1,0,1,0,0,0,1,1,0,0,0,1,8,0,8,100,263,97
The Frederick Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93351-Reviews-The_Frederick_Hotel-New_York_City_New_York.html,"2,638",4.0,4,91.79271999999999,4.6,89.71319199999999,4.5,0,1,1,1,0,0,1,1,0,1,1,1,0,19,5,14,100,249,82
Tba Nyc Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d1465162-Reviews-Tba_Nyc_Times_Square-New_York_City_New_York.html,"6,596",4.5,4,91.236152,4.6,92.52096,4.6,0,1,1,1,0,0,1,1,1,1,1,1,1,14,2,12,100,379,151
Hilton New York Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d208453-Reviews-Hilton_New_York_Times_Square-New_York_City_New_York.html,"8,385",4.5,4,96.2178,4.8,91.943368,4.6,0,0,1,1,0,0,1,1,1,1,1,1,0,6,0,6,100,529,227
Michelangelo Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93589-Reviews-Michelangelo_Hotel-New_York_City_New_York.html,"4,679",4.5,4,97.59036,4.9,94.1911,4.7,0,1,1,1,1,1,1,1,1,1,1,1,1,5,0,5,100,456,203
Ink 48 Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1158753-Reviews-Ink_48_Hotel-New_York_City_New_York.html,"3,806",4.5,4,80.2668,4.0,93.98462,4.7,0,0,1,1,0,1,1,1,1,1,1,1,0,4,1,3,97,103,26
Orchard Street Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d7939016-Reviews-Orchard_Street_Hotel-New_York_City_New_York.html,384,4.0,4,93.142852,4.7,83.58208599999999,4.2,0,1,0,1,0,0,1,1,1,1,1,1,0,7,1,6,100,365,140
Arthouse Hotel New York City,https://www.tripadvisor.com/Hotel_Review-g60763-d99288-Reviews-Arthouse_Hotel_New_York_City-New_York_City_New_York.html,"7,581",4.0,4,93.60756,4.7,88.768292,4.4,1,0,1,1,0,1,1,1,0,1,1,1,1,11,3,8,100,145,41
"The Standard, East Village",https://www.tripadvisor.com/Hotel_Review-g60763-d1149402-Reviews-The_Standard_East_Village-New_York_City_New_York.html,"1,342",4.5,4,94.377508,4.7,91.10220999999999,4.6,1,1,1,1,1,0,1,1,1,1,1,1,0,10,0,10,100,406,144
NobleDEN Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d7363884-Reviews-NobleDEN_Hotel-New_York_City_New_York.html,"1,156",4.5,4,93.93547999999998,4.7,96.57894999999999,4.8,0,1,0,1,0,0,1,1,0,1,1,1,1,12,1,11,100,417,136
NoMo SoHo Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1786395-Reviews-NoMo_SoHo_Hotel-New_York_City_New_York.html,"1,990",4.0,4,94.248208,4.7,88.89417999999999,4.4,0,0,1,1,1,0,1,1,0,1,1,1,0,9,6,3,100,369,154
Bentley Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d99302-Reviews-Bentley_Hotel-New_York_City_New_York.html,"5,223",4.0,4,82.70606000000001,4.1,86.61186000000001,4.3,1,0,1,1,0,1,1,1,0,1,1,1,1,6,2,4,93,71,15
W New York - Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d235238-Reviews-W_New_York_Times_Square-New_York_City_New_York.html,"4,993",4.0,4,94.73267999999999,4.7,85.062828,4.3,1,0,1,0,0,1,1,0,1,1,1,1,0,8,0,8,100,469,263
Stewart Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93562-Reviews-Stewart_Hotel-New_York_City_New_York.html,"8,420",4.0,4,92.86642,4.6,80.7703,4.0,0,1,1,1,0,0,1,1,1,1,1,1,1,4,4,0,100,358,98
HI New York City Hostel,https://www.tripadvisor.com/Hotel_Review-g60763-d121994-Reviews-HI_New_York_City_Hostel-New_York_City_New_York.html,"2,047",4.0,4,82.70051000000001,4.1,84.13256000000001,4.2,0,1,0,0,0,0,1,1,1,1,0,0,0,8,5,3,100,112,10
Sheraton New York Times Square Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93555-Reviews-Sheraton_New_York_Times_Square_Hotel-New_York_City_New_York.html,"11,616",4.0,4,95.00738999999999,4.8,84.653224,4.2,0,0,1,1,1,1,1,1,1,1,1,1,0,8,7,1,100,471,153
Four Points by Sheraton New York Downtown,https://www.tripadvisor.com/Hotel_Review-g60763-d7595213-Reviews-Four_Points_by_Sheraton_New_York_Downtown-New_York_City_New_York.html,521,3.5,4,84.84211,4.2,82.6087,4.1,1,1,1,1,0,1,1,1,0,1,1,1,0,12,2,10,100,297,67
Americana Inn,https://www.tripadvisor.com/Hotel_Review-g60763-d121981-Reviews-Americana_Inn-New_York_City_New_York.html,829,3.5,4,93.09692,4.7,77.524948,3.9,0,0,0,1,0,0,1,1,0,1,1,1,0,10,1,9,100,461,137
Hotel Indigo NYC Downtown - Wall Street,https://www.tripadvisor.com/Hotel_Review-g60763-d23826744-Reviews-Hotel_Indigo_NYC_Downtown_Wall_Street-New_York_City_New_York.html,71,4.5,4,92,4.6,92,4.6,1,0,1,0,0,1,1,1,1,0,1,1,0,3,2,1,100,264,61
Aliz Hotel Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d14149780-Reviews-Aliz_Hotel_Times_Square-New_York_City_New_York.html,780,4.0,4,89.38547200000001,4.5,88.94878,4.4,0,1,1,1,0,0,1,1,0,1,0,1,1,10,1,9,100,411,164
The Jane Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1181739-Reviews-The_Jane_Hotel-New_York_City_New_York.html,"1,658",4.0,4,88.200454,4.4,80.74889999999999,4.0,0,1,0,1,0,0,1,1,0,1,1,1,0,10,2,8,100,105,49
Luma Hotel Time Square,https://www.tripadvisor.com/Hotel_Review-g60763-d10679074-Reviews-Luma_Hotel_Time_Square-New_York_City_New_York.html,"1,943",4.5,4,98.2994,4.9,96.87137999999999,4.8,1,1,0,1,0,1,1,1,1,1,1,1,0,9,0,9,100,478,184
Broadway Plaza Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d223019-Reviews-Broadway_Plaza_Hotel-New_York_City_New_York.html,"1,919",4.0,4,86.36364,4.3,87.01639200000001,4.4,1,1,0,1,0,1,1,1,1,1,1,1,0,18,0,18,100,414,109
Hilton Garden Inn New York Times Square North,https://www.tripadvisor.com/Hotel_Review-g60763-d23753245-Reviews-Hilton_Garden_Inn_New_York_Times_Square_North-New_York_City_New_York.html,"1,325",4.5,4,96.496354,4.8,93.25,4.7,0,1,1,1,0,1,0,1,1,0,0,0,0,12,1,11,100,394,192
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,https://www.tripadvisor.com/Hotel_Review-g60763-d3613090-Reviews-Fairfield_Inn_Suites_New_York_Midtown_Manhattan_Penn_Station-New_York_City_New_York.html,"1,932",4.5,4,94.46559,4.7,91.137372,4.6,0,1,1,1,0,1,1,1,1,1,1,1,1,11,0,11,100,301,67
The Gardens Sonesta ES Suites New York,https://www.tripadvisor.com/Hotel_Review-g60763-d93467-Reviews-The_Gardens_Sonesta_ES_Suites_New_York-New_York_City_New_York.html,"2,439",4.5,4,93.18841,4.7,90.87428,4.5,0,0,1,0,0,0,1,1,1,1,1,1,0,5,0,5,100,153,29
"The Jewel, a Club Quarters Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d1913413-Reviews-The_Jewel_a_Club_Quarters_Hotel-New_York_City_New_York.html,"3,185",4.5,4,98.43792,4.9,92.90943999999999,4.6,0,1,1,1,0,0,1,1,1,1,1,1,0,9,2,7,100,378,146
Washington Square Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93382-Reviews-Washington_Square_Hotel-New_York_City_New_York.html,"1,958",4.0,4,95.905352,4.8,86.69314,4.3,1,1,1,1,0,0,1,1,0,1,0,1,0,12,0,12,100,407,116
The Bryant Park Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d224214-Reviews-The_Bryant_Park_Hotel-New_York_City_New_York.html,"4,633",4.5,4,98.14304,4.9,96.42167,4.8,0,1,1,1,1,1,1,1,1,1,1,1,0,6,0,6,100,444,127
Park Terrace Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d15135187-Reviews-Park_Terrace_Hotel-New_York_City_New_York.html,"1,443",4.5,4,98.84461999999999,4.9,97.61616000000001,4.9,1,1,1,1,1,1,1,1,0,1,0,1,0,8,0,8,100,422,124
Hilton Garden Inn New York/Times Square Central,https://www.tripadvisor.com/Hotel_Review-g60763-d6407567-Reviews-Hilton_Garden_Inn_New_York_Times_Square_Central-New_York_City_New_York.html,"2,580",4.0,4,95.67999999999999,4.8,88.134794,4.4,1,1,1,1,0,0,1,1,0,1,1,1,0,10,0,10,100,508,223
Moxy NYC Downtown,https://www.tripadvisor.com/Hotel_Review-g60763-d14095381-Reviews-Moxy_NYC_Downtown-New_York_City_New_York.html,348,4.0,4,92.09302,4.6,86.92307400000001,4.3,1,1,1,1,0,1,1,1,1,1,1,1,0,9,3,6,100,316,90
Concorde Hotel New York,https://www.tripadvisor.com/Hotel_Review-g60763-d14040955-Reviews-Concorde_Hotel_New_York-New_York_City_New_York.html,316,4.5,4,95.922328,4.8,97.69230800000001,4.9,0,1,1,1,0,0,1,1,0,0,0,1,1,10,3,7,100,328,93
"Le Meridien New York, Central Park",https://www.tripadvisor.com/Hotel_Review-g60763-d4232686-Reviews-Le_Meridien_New_York_Central_Park-New_York_City_New_York.html,362,4.0,4,94.52055,4.7,78.36066,3.9,0,0,1,1,0,1,1,1,0,1,1,1,0,2,4,-2,100,346,92
The Manhattan Club,https://www.tripadvisor.com/Hotel_Review-g60763-d99321-Reviews-The_Manhattan_Club-New_York_City_New_York.html,"2,040",4.0,4,96.9439,4.8,87.44144,4.4,0,1,1,1,0,0,1,1,1,1,1,0,1,6,1,5,100,384,105
Hyatt Place New York/Chelsea,https://www.tripadvisor.com/Hotel_Review-g60763-d23115585-Reviews-Hyatt_Place_New_York_Chelsea-New_York_City_New_York.html,403,4.0,4,90.36765000000001,4.5,87.32824000000001,4.4,0,0,0,0,0,1,1,0,1,1,1,0,0,8,1,7,100,321,87
Hilton Garden Inn New York/Central Park South-Midtown West,https://www.tripadvisor.com/Hotel_Review-g60763-d5786212-Reviews-Hilton_Garden_Inn_New_York_Central_Park_South_Midtown_West-New_York_City_New_York.html,"3,768",4.0,4,93.84029999999998,4.7,86.50944000000001,4.3,0,1,1,1,0,0,1,1,1,1,1,1,0,11,0,11,100,441,119
Shoreham Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93612-Reviews-Shoreham_Hotel-New_York_City_New_York.html,"2,645",4.0,4,93.588066,4.7,80.756072,4.0,0,0,1,0,0,0,1,1,0,1,1,1,0,7,2,5,100,327,123
Soho Grand Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93561-Reviews-Soho_Grand_Hotel-New_York_City_New_York.html,120,4.5,4,94.16667000000001,4.7,92.5,4.6,1,1,1,1,1,0,1,1,0,1,1,1,0,8,2,6,100,209,126
Omni Berkshire Place,https://www.tripadvisor.com/Hotel_Review-g60763-d113300-Reviews-Omni_Berkshire_Place-New_York_City_New_York.html,"4,933",4.5,4,96.565972,4.8,93.17604,4.7,0,1,1,0,0,1,1,1,1,1,1,1,0,6,3,3,100,338,129
Courtyard New York Manhattan/Upper East Side,https://www.tripadvisor.com/Hotel_Review-g60763-d564851-Reviews-Courtyard_New_York_Manhattan_Upper_East_Side-New_York_City_New_York.html,"1,136",4.0,4,82.093668,4.1,87.25388600000001,4.4,1,1,1,0,0,1,1,1,1,1,1,1,0,13,6,7,100,100,13
Edge Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d8732904-Reviews-Edge_Hotel-New_York_City_New_York.html,422,4.5,4,92.85714,4.6,95.41284599999999,4.8,0,1,1,1,0,1,1,1,1,1,1,1,1,8,0,8,78,143,12
"Holiday Inn Express Manhattan Times Square South, an IHG Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d3529145-Reviews-Holiday_Inn_Express_Manhattan_Times_Square_South_an_IHG_Hotel-New_York_City_New_York.html,"1,569",4.0,4,95.66265200000001,4.8,91.455574,4.6,0,1,1,1,0,1,1,0,1,1,0,1,0,8,1,7,100,492,130
The Hotel Newton,https://www.tripadvisor.com/Hotel_Review-g60763-d112039-Reviews-The_Hotel_Newton-New_York_City_New_York.html,"1,795",4.0,4,86.13924,4.3,86.55378,4.3,1,0,0,1,0,0,1,1,0,1,1,0,0,17,4,13,100,90,14
TRYP New York City Times Square South,https://www.tripadvisor.com/Hotel_Review-g60763-d2253206-Reviews-TRYP_New_York_City_Times_Square_South-New_York_City_New_York.html,"5,101",4.0,4,89.77550000000001,4.5,89.252214,4.5,1,1,1,1,0,0,1,1,0,1,1,1,1,8,2,6,100,337,69
Sheraton Tribeca New York Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1783324-Reviews-Sheraton_Tribeca_New_York_Hotel-New_York_City_New_York.html,"2,579",4.0,4,83.87738,4.2,85.233946,4.3,0,0,1,1,0,1,1,1,0,1,0,1,0,21,1,20,100,201,121
Hotel 32 32 New York,https://www.tripadvisor.com/Hotel_Review-g60763-d6733290-Reviews-Hotel_32_32_New_York-New_York_City_New_York.html,892,4.0,4,90.81081400000001,4.5,89.767446,4.5,0,1,0,1,1,0,1,1,1,1,1,1,0,11,2,9,100,420,93
Econo Lodge Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d93359-Reviews-Econo_Lodge_Times_Square-New_York_City_New_York.html,"1,489",4.0,4,95.46762,4.8,82.47058799999999,4.1,1,1,0,1,0,0,1,1,1,1,1,1,0,11,1,10,100,493,234
U Hotel Fifth Avenue,https://www.tripadvisor.com/Hotel_Review-g60763-d624442-Reviews-U_Hotel_Fifth_Avenue-New_York_City_New_York.html,"1,200",4.0,4,95.75758,4.8,89.51428,4.5,0,1,0,1,0,0,1,1,0,1,0,0,0,8,4,4,100,412,111
"Holiday Inn Express New York City - Chelsea, an IHG Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d630950-Reviews-Holiday_Inn_Express_New_York_City_Chelsea_an_IHG_Hotel-New_York_City_New_York.html,"2,411",4.0,4,89.921628,4.5,86.00588,4.3,0,1,1,1,0,0,1,1,1,1,1,1,0,20,2,18,100,246,60
"Holiday Inn Express Manhattan Midtown West, an IHG Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d3572583-Reviews-Holiday_Inn_Express_Manhattan_Midtown_West_an_IHG_Hotel-New_York_City_New_York.html,"1,371",4.0,4,82.65654599999999,4.1,86.12781999999999,4.3,1,1,1,1,0,1,1,1,1,1,1,1,0,4,5,-1,100,177,34
Archer Hotel New York,https://www.tripadvisor.com/Hotel_Review-g60763-d5550873-Reviews-Archer_Hotel_New_York-New_York_City_New_York.html,"4,636",4.5,4,96.4528,4.8,96.41958000000001,4.8,1,1,0,1,1,1,1,1,0,1,1,1,0,7,1,6,100,437,123
San Carlos Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d80112-Reviews-San_Carlos_Hotel-New_York_City_New_York.html,"2,040",4.5,4,93.73494000000001,4.7,93.4642,4.7,1,0,1,1,0,1,1,0,0,1,1,1,1,9,4,5,100,370,53
"Hotel Indigo Lower East Side New York, an IHG Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d7352347-Reviews-Hotel_Indigo_Lower_East_Side_New_York_an_IHG_Hotel-New_York_City_New_York.html,"1,470",4.5,4,94.375,4.7,92.426472,4.6,0,1,1,1,1,0,1,1,0,1,1,1,0,11,1,10,100,371,137
Residence Inn New York Manhattan/Midtown East,https://www.tripadvisor.com/Hotel_Review-g60763-d3583686-Reviews-Residence_Inn_New_York_Manhattan_Midtown_East-New_York_City_New_York.html,"2,433",4.5,4,94.04900599999999,4.7,93.25608000000001,4.7,1,1,1,1,0,1,1,1,1,0,1,1,1,9,0,9,100,405,60
citizenM New York Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d6385164-Reviews-CitizenM_New_York_Times_Square-New_York_City_New_York.html,"5,211",4.5,4,97.645292,4.9,95.2223,4.8,1,1,1,1,0,1,1,1,1,0,1,1,0,15,1,14,100,510,212
Equinox Hotel New York,https://www.tripadvisor.com/Hotel_Review-g60763-d17780633-Reviews-Equinox_Hotel_New_York-New_York_City_New_York.html,483,5.0,4,95.555554,4.8,98.97436,4.9,0,1,1,1,1,1,1,1,1,1,1,1,0,9,0,9,100,85,23
Graduate Roosevelt Island,https://www.tripadvisor.com/Hotel_Review-g60763-d23299040-Reviews-Graduate_Roosevelt_Island-New_York_City_New_York.html,272,4.0,4,94.690266,4.7,87.51131000000001,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,16,3,13,79,374,70
Ameritania at Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d99332-Reviews-Ameritania_at_Times_Square-New_York_City_New_York.html,"7,352",4.5,4,96.48941,4.8,89.24598599999999,4.5,0,1,1,1,1,1,1,1,0,1,1,1,1,10,1,9,100,462,122
"EVEN Hotel New York - Midtown East, an IHG Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d10131859-Reviews-EVEN_Hotel_New_York_Midtown_East_an_IHG_Hotel-New_York_City_New_York.html,"1,084",4.5,4,95.33333999999999,4.8,95.37036799999998,4.8,1,1,1,1,0,0,1,1,0,0,1,1,0,11,0,11,100,308,53
Thompson Central Park New York,https://www.tripadvisor.com/Hotel_Review-g60763-d93464-Reviews-Thompson_Central_Park_New_York-New_York_City_New_York.html,211,4.5,4,96.23529400000001,4.8,93.25443999999999,4.7,0,1,1,1,0,0,1,1,1,1,1,1,0,17,1,16,100,343,99
The Benjamin Royal Sonesta New York,https://www.tripadvisor.com/Hotel_Review-g60763-d217626-Reviews-The_Benjamin_Royal_Sonesta_New_York-New_York_City_New_York.html,"3,461",4.5,4,94.33315999999999,4.7,90.460492,4.5,0,0,1,0,0,1,1,1,1,1,1,1,0,14,1,13,100,379,62
Hotel Mulberry,https://www.tripadvisor.com/Hotel_Review-g60763-d1791248-Reviews-Hotel_Mulberry-New_York_City_New_York.html,709,4.5,4,85.08021400000001,4.3,93.64077999999999,4.7,1,1,0,1,0,0,1,1,0,1,1,1,0,9,1,8,100,274,57
MADE Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d12675805-Reviews-MADE_Hotel-New_York_City_New_York.html,661,4.5,4,95.71427999999999,4.8,97,4.8,0,1,0,1,0,1,1,1,0,1,1,1,1,15,0,15,100,399,127
"Club Quarters Hotel Grand Central, New York",https://www.tripadvisor.com/Hotel_Review-g60763-d4451787-Reviews-Club_Quarters_Hotel_Grand_Central_New_York-New_York_City_New_York.html,"2,367",4.5,4,95.82988,4.8,92.97240000000001,4.6,0,1,1,1,0,0,1,1,1,1,1,1,1,7,0,7,100,373,69
Residence Inn New York Manhattan / Central Park,https://www.tripadvisor.com/Hotel_Review-g60763-d6023925-Reviews-Residence_Inn_New_York_Manhattan_Central_Park-New_York_City_New_York.html,"1,793",4.5,4,96.67304,4.8,90.357894,4.5,0,1,1,1,0,0,1,1,1,1,1,1,1,14,0,14,100,448,120
The Maritime Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d273530-Reviews-The_Maritime_Hotel-New_York_City_New_York.html,876,4.5,4,95.7647,4.8,93.21663,4.7,1,1,1,1,1,0,1,1,1,1,1,1,0,13,0,13,100,223,70
The James New York - NoMad,https://www.tripadvisor.com/Hotel_Review-g60763-d12197432-Reviews-The_James_New_York_NoMad-New_York_City_New_York.html,678,4.5,4,91.38614000000001,4.6,86.81080800000001,4.3,0,1,1,1,1,1,1,1,1,1,1,1,0,6,0,6,100,433,99
Redford Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1583937-Reviews-Redford_Hotel-New_York_City_New_York.html,88,4.0,4,95,4.8,73.333334,3.7,1,1,0,1,0,0,1,1,1,1,1,1,0,13,1,12,100,361,123
Wyndham Garden Chinatown,https://www.tripadvisor.com/Hotel_Review-g60763-d2622936-Reviews-Wyndham_Garden_Chinatown-New_York_City_New_York.html,"2,323",4.5,4,87.64412800000001,4.4,94.20600800000001,4.7,0,1,1,1,0,1,1,1,1,1,1,1,0,14,1,13,100,440,91
Hotel 57 New York City,https://www.tripadvisor.com/Hotel_Review-g60763-d575732-Reviews-Hotel_57_New_York_City-New_York_City_New_York.html,"1,791",4.0,4,91.829404,4.6,86.96427999999999,4.3,1,0,1,1,0,0,1,1,1,1,1,1,0,8,4,4,100,281,86
The Fifty Sonesta Select New York,https://www.tripadvisor.com/Hotel_Review-g60763-d502408-Reviews-The_Fifty_Sonesta_Select_New_York-New_York_City_New_York.html,"2,440",4.0,4,93.567152,4.7,88.85163399999999,4.4,0,0,1,0,0,0,1,1,1,1,1,1,1,10,0,10,100,364,52
Residence Inn New York Manhattan/Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d578305-Reviews-Residence_Inn_New_York_Manhattan_Times_Square-New_York_City_New_York.html,"2,942",4.0,4,95.4172,4.8,89.502488,4.5,0,1,1,1,0,0,1,1,0,1,1,1,1,9,7,2,100,470,149
Dream Midtown,https://www.tripadvisor.com/Hotel_Review-g60763-d75688-Reviews-Dream_Midtown-New_York_City_New_York.html,"1,207",4.5,4,94.80000000000001,4.7,89.571428,4.5,1,1,0,1,1,1,1,1,0,1,1,1,0,17,5,12,100,435,113
Holiday Inn Nyc Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d7737096-Reviews-Holiday_Inn_Nyc_Times_Square-New_York_City_New_York.html,"1,282",4.0,4,92.909088,4.6,89.05172,4.5,0,1,1,1,0,1,1,1,0,1,1,1,0,5,4,1,100,467,150
The Paul Hotel NYC,https://www.tripadvisor.com/Hotel_Review-g60763-d7182733-Reviews-The_Paul_Hotel_NYC-New_York_City_New_York.html,"1,296",3.5,4,88.92562,4.4,83.53932,4.2,0,1,0,1,0,0,1,1,1,1,1,1,0,5,2,3,100,402,127
Hilton Garden Inn New York/Manhattan-Midtown East,https://www.tripadvisor.com/Hotel_Review-g60763-d5960548-Reviews-Hilton_Garden_Inn_New_York_Manhattan_Midtown_East-New_York_City_New_York.html,"1,771",4.0,4,91.58004,4.6,90.1769,4.5,0,1,1,1,0,0,1,1,1,1,1,1,0,9,2,7,100,340,43
Courtyard New York Manhattan / Times Square West,https://www.tripadvisor.com/Hotel_Review-g60763-d4274398-Reviews-Courtyard_New_York_Manhattan_Times_Square_West-New_York_City_New_York.html,"1,445",4.5,4,91.76724,4.6,93.75,4.7,0,1,1,1,0,0,1,1,0,1,1,1,0,3,6,-3,100,399,111
La Quinta Inn & Suites by Wyndham New York City Central Park,https://www.tripadvisor.com/Hotel_Review-g60763-d99447-Reviews-La_Quinta_Inn_Suites_by_Wyndham_New_York_City_Central_Park-New_York_City_New_York.html,761,3.5,4,91.52993199999999,4.6,76.186252,3.8,0,1,0,1,0,0,1,1,0,1,1,1,0,13,4,9,100,115,40
Radio City Apartments,https://www.tripadvisor.com/Hotel_Review-g60763-d1397856-Reviews-Radio_City_Apartments-New_York_City_New_York.html,"2,809",4.0,4,97.71596000000001,4.9,86.09740000000001,4.3,0,1,0,1,0,1,1,1,0,1,1,1,0,8,1,7,100,451,249
Chelsea Savoy Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d112019-Reviews-Chelsea_Savoy_Hotel-New_York_City_New_York.html,871,4.0,4,91.83023399999999,4.6,82.41814,4.1,0,1,0,1,0,0,1,1,0,0,0,0,1,6,8,-2,100,252,73
Moxy NYC Lower East Side,https://www.tripadvisor.com/Hotel_Review-g60763-d24140501-Reviews-Moxy_NYC_Lower_East_Side-New_York_City_New_York.html,107,5.0,4,97.33333999999999,4.9,100,5.0,1,0,1,1,0,1,1,0,1,1,1,1,0,11,2,9,100,429,126
1 Hotel Central Park,https://www.tripadvisor.com/Hotel_Review-g60763-d6883205-Reviews-1_Hotel_Central_Park-New_York_City_New_York.html,"2,430",4.5,4,97.433032,4.9,96.62896,4.8,0,1,1,1,1,0,1,0,1,1,1,1,0,6,1,5,100,241,79
Cambria Hotel New York - Chelsea,https://www.tripadvisor.com/Hotel_Review-g60763-d7130807-Reviews-Cambria_Hotel_New_York_Chelsea-New_York_City_New_York.html,"1,621",4.5,4,94.43786599999999,4.7,91.00628800000001,4.6,1,1,1,1,0,1,1,1,0,1,1,1,0,7,0,7,100,379,115
INNSiDE by Melia New York NOMAD,https://www.tripadvisor.com/Hotel_Review-g60763-d8873263-Reviews-INNSiDE_by_Melia_New_York_NOMAD-New_York_City_New_York.html,"3,435",4.5,4,91.39214000000001,4.6,89.53628,4.5,0,1,1,1,1,1,1,1,1,1,1,1,1,19,0,19,100,319,100
Hotel 50 Bowery,https://www.tripadvisor.com/Hotel_Review-g60763-d10066892-Reviews-Hotel_50_Bowery-New_York_City_New_York.html,"2,192",4.5,4,91.005154,4.6,95.91077999999999,4.8,0,1,1,1,1,0,0,1,0,1,0,0,1,8,0,8,100,343,65
"The Pierre, A Taj Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d93603-Reviews-The_Pierre_A_Taj_Hotel-New_York_City_New_York.html,"2,536",4.5,4,98.60182800000001,4.9,95.210848,4.8,0,1,1,1,1,1,1,0,1,1,1,1,0,10,3,7,100,158,91
