Number of reviews,Tripadvisor rating,Location rating,Cleanliness rating,Service rating,Value of money,Paid private parking nearby,Free high speed wifi,Fitness_center,Air conditioning,Minibar,Cable satellite TV,24-hour front desk,Non-smoking hotel,Express check-in / check-out,Baggage storage,Housekeeping,Safe,Family rooms,Count good words,Count bad words,Count total words,Great for walkers,Number of restaurants,Num of attractions
"1,638",4.5,95.83596,4.8,93.504534,4.7,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,16.0,1.0,15.0,100.0,161.0,49.0
709,4.5,96.66667,4.8,94.179106,4.7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,18.0,100.0,446.0,99.0
"1,215",4.5,90.04784599999999,4.5,92.87736,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,0.0,20.0,100.0,328.0,102.0
250,4.5,93.46154,4.7,97.021274,4.9,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,9.0,100.0,641.0,125.0
"1,334",4.0,95.85168,4.8,89.18141399999998,4.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,8.0,100.0,381.0,160.0
314,4.5,97.183094,4.9,94.28572,4.7,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,19.0,7.0,12.0,100.0,758.0,168.0
"1,386",4.0,83.82184000000002,4.2,86.11898000000001,4.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,11.0,100.0,379.0,85.0
424,4.5,88.53211399999998,4.4,90.89286,4.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,6.0,3.0,100.0,423.0,121.0
406,4.0,92.21675,4.6,76.74418399999999,3.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,2.0,5.0,100.0,181.0,33.0
359,4.0,96.42858,4.8,88.60928,4.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,22.0,1.0,21.0,100.0,313.0,188.0
"1,064",4.5,97.56098,4.9,89.57704,4.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,100.0,493.0,131.0
"1,022",4.5,97.64706,4.9,93.48572,4.7,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,100.0,300.0,84.0
686,4.5,97.431192,4.9,95.28846,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,5.0,100.0,217.0,49.0
732,5.0,98.135052,4.9,97.320872,4.9,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,17.0,0.0,17.0,100.0,266.0,167.0
255,4.0,89.5082,4.5,78.96551600000001,3.9,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,13.0,3.0,10.0,100.0,314.0,65.0
893,4.0,94.793386,4.7,86.50206,4.3,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,14.0,100.0,188.0,153.0
"1,444",4.0,87.02786,4.4,85.58952,4.3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,100.0,228.0,38.0
"1,496",4.0,91.59091,4.6,80.2079,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,16.0,2.0,14.0,100.0,460.0,152.0
677,4.5,91.9266,4.6,96.491232,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,0.0,12.0,100.0,200.0,17.0
467,4.5,96.347828,4.8,92.845526,4.6,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,0.0,13.0,100.0,189.0,59.0
842,4.5,94.9556,4.7,94.4426,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,100.0,197.0,79.0
266,4.5,97.74194,4.9,94.16667,4.7,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,16.0,0.0,16.0,100.0,281.0,80.0
389,4.0,87.36000000000001,4.4,87.5,4.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,2.0,10.0,100.0,261.0,22.0
"1,190",4.0,85.01911199999999,4.3,86.16336799999998,4.3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,21.0,0.0,21.0,100.0,336.0,79.0
622,4.5,97.76824,4.9,92.3506,4.6,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,9.0,100.0,282.0,72.0
465,4.0,96.98276,4.8,90.27668,4.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,10.0,100.0,470.0,189.0
"1,785",4.5,97.88261999999999,4.9,93.90021999999999,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,7.0,100.0,205.0,59.0
128,5.0,98.630132,4.9,98.125,4.9,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,100.0,200.0,145.0
197,4.5,97.18518,4.9,95.912408,4.8,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,100.0,345.0,177.0
833,4.5,97.471266,4.9,95.45455,4.8,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,17.0,1.0,16.0,100.0,556.0,141.0
613,4.5,98.230772,4.9,92.342004,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,15.0,100.0,485.0,166.0
"1,001",4.5,96.903228,4.8,86.4918,4.3,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,6.0,6.0,100.0,363.0,78.0
760,4.5,96.208534,4.8,92.24944,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,13.0,100.0,549.0,135.0
736,4.5,97.97802,4.9,91.35802,4.6,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,1.0,9.0,100.0,188.0,106.0
686,4.5,97.37624,4.9,93.588514,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,13.0,100.0,253.0,71.0
552,4.5,89.32127,4.5,90.514288,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,100.0,437.0,87.0
634,4.5,92.96875,4.6,90.03890999999999,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,100.0,278.0,52.0
314,4.0,82.94117999999997,4.1,85.693426,4.3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17.0,2.0,15.0,100.0,214.0,47.0
509,4.0,89.784612,4.5,82.55682,4.1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,12.0,100.0,291.0,57.0
"1,729",4.5,87.77116,4.4,92.497072,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,11.0,100.0,386.0,117.0
689,4.5,92.71739000000001,4.6,92.114286,4.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,13.0,0.0,13.0,100.0,140.0,10.0
"1,169",4.5,94.426232,4.7,90.707074,4.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,0.0,15.0,100.0,376.0,62.0
403,4.5,97.8125,4.9,94.75409599999999,4.7,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,3.0,17.0,100.0,512.0,134.0
830,4.5,94.81172,4.7,96.806726,4.8,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,13.0,0.0,13.0,100.0,139.0,45.0
371,4.5,94.13794,4.7,91.111106,4.6,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,23.0,0.0,23.0,100.0,276.0,60.0
859,4.5,97.77778,4.9,95.73141,4.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,3.0,8.0,100.0,419.0,177.0
531,4.0,96.34328000000001,4.8,87.938928,4.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,4.0,3.0,100.0,343.0,160.0
439,4.5,90.63492,4.5,95.68,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,0.0,14.0,100.0,132.0,12.0
295,4.5,90.769234,4.5,95.52238,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,0.0,17.0,100.0,466.0,126.0
315,5.0,98.923072,4.9,98.75969,4.9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0,100.0,367.0,191.0
548,4.0,81.94552,4.1,76.52542600000002,3.8,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,15.0,1.0,14.0,100.0,308.0,43.0
902,4.5,95.61905,4.8,96.252928,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,1.0,9.0,100.0,601.0,154.0
478,4.5,96.610174,4.8,91.311474,4.6,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,17.0,100.0,249.0,35.0
53,4.5,95.0,4.8,92.0,4.6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,16.0,2.0,14.0,100.0,619.0,96.0
755,4.0,97.637368,4.9,83.79120800000003,4.2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,-1.0,100.0,397.0,79.0
261,4.0,94.807692,4.7,93.77358000000001,4.7,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,17.0,3.0,14.0,100.0,570.0,121.0
717,4.0,86.04082,4.3,90.9465,4.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0,100.0,216.0,17.0
188,4.5,87.16981000000001,4.4,88.97958799999998,4.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,4.0,100.0,221.0,43.0
"1,019",4.5,92.01878,4.6,89.67212599999998,4.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,1.0,13.0,100.0,623.0,100.0
"1,016",4.5,94.202128,4.7,95.916234,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,11.0,100.0,244.0,56.0
507,4.5,89.49416,4.5,97.454548,4.9,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,2.0,9.0,100.0,294.0,25.0
580,4.0,84.61537999999999,4.2,83.03887399999999,4.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,13.0,0.0,13.0,100.0,500.0,59.0
627,4.0,83.80682,4.2,86.14420000000001,4.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,2.0,9.0,100.0,185.0,36.0
515,4.5,97.25,4.9,93.10344599999999,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0,100.0,303.0,160.0
151,4.5,98.888894,4.9,95.294114,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,12.0,100.0,296.0,133.0
435,4.0,90.59761,4.5,82.1875,4.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,21.0,2.0,19.0,100.0,244.0,38.0
486,4.0,87.160492,4.4,81.62162000000002,4.1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,100.0,220.0,37.0
833,4.0,87.251186,4.4,84.56621200000002,4.2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,13.0,1.0,12.0,100.0,289.0,22.0
594,4.5,98.57142,4.9,96.12904,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,15.0,0.0,15.0,100.0,408.0,181.0
352,4.0,93.658534,4.7,82.74808800000002,4.1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0,3.0,9.0,100.0,432.0,75.0
620,4.5,96.377172,4.8,88.51675,4.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,11.0,100.0,295.0,107.0
410,4.5,97.81818,4.9,93.33333,4.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,2.0,12.0,100.0,569.0,133.0
817,4.0,88.07511399999999,4.4,89.09091000000002,4.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,2.0,17.0,100.0,426.0,122.0
719,4.0,87.80856,4.4,76.56716399999998,3.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,1.0,7.0,100.0,381.0,110.0
587,4.0,91.985292,4.6,85.172414,4.3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,0.0,14.0,100.0,366.0,114.0
505,4.0,84.75095999999999,4.2,88.18182,4.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,15.0,0.0,15.0,100.0,376.0,74.0
713,4.0,88.31858600000002,4.4,89.20354,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,2.0,11.0,100.0,134.0,36.0
675,4.5,92.91339,4.6,85.38462000000001,4.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,9.0,100.0,612.0,88.0
"2,370",4.5,86.4806,4.3,95.0539,4.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,1.0,10.0,100.0,180.0,23.0
483,4.5,92.14286,4.6,95.462188,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,10.0,100.0,642.0,145.0
330,4.0,95.1,4.8,85.123148,4.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,6.0,100.0,127.0,40.0
"1,166",4.5,93.837214,4.7,95.923566,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,18.0,1.0,17.0,100.0,622.0,89.0
977,4.5,98.161354,4.9,96.95733,4.8,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,100.0,280.0,71.0
519,4.0,82.04650799999997,4.1,87.16157000000003,4.4,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,6.0,7.0,100.0,489.0,75.0
908,4.5,90.521546,4.5,95.526314,4.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,9.0,100.0,338.0,71.0
"1,254",4.5,92.723732,4.6,96.307126,4.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,6.0,4.0,100.0,199.0,47.0
"1,381",4.5,96.465226,4.8,97.47323,4.9,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,7.0,100.0,253.0,99.0
559,4.0,76.984926,3.8,86.737966,4.3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,1.0,17.0,100.0,476.0,97.0
336,4.0,93.96985,4.7,81.913872,4.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,100.0,179.0,48.0
833,3.5,74.19794999999998,3.7,74.26666800000001,3.7,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,5.0,8.0,100.0,104.0,40.0
492,4.0,96.03239,4.8,85.49618799999998,4.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,100.0,445.0,185.0
"1,080",4.0,94.4086,4.7,89.53216599999998,4.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,0.0,21.0,100.0,337.0,124.0
"1,249",4.5,88.47269,4.4,96.74514,4.8,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,10.0,100.0,211.0,16.0
536,4.0,89.944754,4.5,84.698792,4.2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,1.0,19.0,100.0,103.0,14.0
654,4.0,93.20755,4.7,82.64614999999998,4.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,7.0,100.0,406.0,141.0
263,4.0,92.447548,4.6,87.78523399999997,4.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,20.0,3.0,17.0,100.0,287.0,70.0
"1,752",4.5,96.120824,4.8,88.58974,4.4,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,6.0,6.0,100.0,478.0,95.0
626,4.5,97.13004000000001,4.9,90.2146,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,0.0,13.0,100.0,504.0,170.0
"1,388",4.5,93.06418,4.7,96.79111999999999,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,12.0,100.0,195.0,109.0
806,4.5,95.69481999999999,4.8,93.7859,4.7,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,7.0,100.0,214.0,72.0
293,5.0,97.92208,4.9,97.2327,4.9,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,10.0,100.0,459.0,187.0
619,4.5,87.216492,4.4,91.81159,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,20.0,0.0,20.0,100.0,352.0,53.0
779,4.0,84.14918,4.2,86.45454000000002,4.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,14.0,1.0,13.0,100.0,202.0,36.0
"1,614",4.0,90.50966,4.5,89.156628,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,2.0,7.0,100.0,133.0,14.0
396,4.0,87.8161,4.4,87.06586800000001,4.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,16.0,1.0,15.0,100.0,219.0,17.0
581,4.5,96.50794,4.8,92.60504,4.6,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,0.0,13.0,100.0,493.0,110.0
379,4.0,85.966854,4.3,87.21311999999998,4.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,26.0,4.0,22.0,100.0,398.0,124.0
282,4.5,91.42858,4.6,93.92858,4.7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,0.0,18.0,100.0,133.0,16.0
523,4.0,89.951686,4.5,85.42222000000002,4.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,4.0,6.0,100.0,279.0,45.0
731,3.5,79.46564599999999,4.0,71.54717,3.6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,1.0,18.0,100.0,306.0,32.0
"1,019",4.5,93.963632,4.7,93.44828000000001,4.7,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,6.0,100.0,380.0,75.0
792,4.5,96.120692,4.8,95.86855,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,10.0,100.0,134.0,40.0
"1,086",4.5,96.80441,4.8,92.887134,4.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,5.0,100.0,473.0,157.0
764,4.5,94.53634,4.7,92.242994,4.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,2.0,9.0,100.0,583.0,152.0
904,4.5,97.666,4.9,91.75373,4.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,3.0,8.0,100.0,376.0,160.0
"1,088",4.5,94.594594,4.7,94.50121999999999,4.7,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,15.0,100.0,247.0,88.0
985,4.5,96.97872,4.8,92.785568,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,20.0,0.0,20.0,100.0,92.0,88.0
538,4.5,97.08920400000001,4.9,90.4717,4.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,1.0,12.0,100.0,390.0,66.0
811,4.0,92.614108,4.6,88.42553199999998,4.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,5.0,100.0,411.0,72.0
958,4.0,93.506488,4.7,88.9168,4.4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,4.0,100.0,226.0,56.0
471,4.0,86.52632,4.3,89.17526000000002,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,2.0,15.0,100.0,467.0,138.0
551,4.5,90.03584000000002,4.5,90.71672,4.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,4.0,100.0,158.0,90.0
873,4.5,94.3295,4.7,87.921572,4.4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.0,1.0,19.0,100.0,160.0,23.0
891,4.0,84.921256,4.2,90.42514,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,12.0,0.0,12.0,100.0,101.0,15.0
786,4.0,92.23602,4.6,84.53732000000002,4.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,21.0,0.0,21.0,100.0,116.0,45.0
714,4.0,92.592592,4.6,86.58537000000003,4.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,26.0,4.0,22.0,100.0,432.0,74.0
441,4.0,94.2735,4.7,89.27037999999997,4.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,14.0,0.0,14.0,100.0,297.0,143.0
519,4.0,94.598074,4.7,84.71698,4.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,14.0,1.0,13.0,100.0,328.0,67.0
597,4.0,88.88268000000001,4.4,86.472148,4.3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,13.0,1.0,12.0,100.0,374.0,77.0
153,4.5,94.5,4.7,95.31914799999998,4.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,14.0,0.0,14.0,100.0,320.0,64.0
328,4.0,91.111106,4.6,88.86364,4.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,3.0,11.0,100.0,350.0,68.0
789,4.0,97.15618,4.9,85.25862000000002,4.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,4.0,6.0,100.0,385.0,167.0
871,4.5,94.3609,4.7,91.47114,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,2.0,8.0,100.0,422.0,79.0
256,4.5,95.71428,4.8,89.5,4.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,1.0,10.0,100.0,560.0,107.0
963,4.5,97.67313,4.9,95.052634,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,100.0,311.0,89.0
